Gene	Length
LINC01389	483
FOXE3	1981
FOXD2-AS1	2509
FOXD2	4675
AL356458.1	601
RPL21P24	448
ATP6V0E1P4	242
AL591415.1	85
LINC01738	815
TRABD2B	7034
AL691459.1	407
FLJ00388	312
AC096541.1	1807
AL356289.1	1477
AL356289.2	292
CYP46A4P	267
SKINT1L	2010
AL356289.3	2669
AL109659.1	1224
SLC5A9	4535
AL109659.2	1674
AL109659.3	950
SPATA6	5939
PPP1R8P1	1044
RNU6-723P	107
AL356968.2	1257
RNU4-61P	107
AL356968.1	474
AGBL4	7462
BEND5	2138
AC092264.1	713
AL590432.1	566
AGBL4-IT1	514
AL390023.1	262
ZNF859P	1966
AL645730.1	1982
AL645730.2	1885
MTND2P29	412
ELAVL4	6963
AL583843.1	346
AL592182.2	858
AL592182.1	250
AL596275.2	3489
AL592182.3	3304
AL596275.1	877
HMGB1P45	653
FCF1P6	595
DMRTA2	3225
AL049637.2	930
RP5-850O15.4	279
FAF1	7545
AL049637.1	503
RNU6-1026P	108
RNU6-1253P	58
PHBP12	811
MRPS6P2	370
CDKN2C	3318
MIR4421	69
C1orf185	1105
CFL1P2	684
AL162430.2	524
AL162430.1	946
LINC01562	2366
RNF11	3122
TTC39A	9362
TTC39A-AS1	1222
EPS15	7440
AL671986.1	955
RNU6-877P	107
AC104170.2	678
AC104170.1	476
RNU6-1281P	105
CALR4P	2704
OSBPL9	9523
GAPDHP51	1000
SLC25A6P3	879
SNORA26	1372
NRDC	6773
AL050343.1	1819
AL050343.2	280
MIR761	70
TSEN15P2	358
AL589663.1	52
RAB3B	12844
RNA5SP48	126
AL445685.2	342
RN7SL290P	298
TXNDC12	3630
KTI12	1714
AL445685.1	762
TXNDC12-AS1	391
BTF3L4	6022
ZFYVE9	5809
RN7SL788P	313
AL139156.2	340
AL139156.1	841
PDCL3P6	706
AL139156.3	394
DNAJC19P7	344
ANAPC10P1	556
CC2D1B	7495
AL513218.1	391
PLA2G12AP1	568
ORC1	3157
PRPF38A	5658
ZCCHC11	16199
AL591167.1	456
EEF1GP7	703
GPX7	1691
FAM159A	2508
COA7	4165
NDUFS5P3	321
RN7SL62P	295
ZYG11B	8198
RNU2-30P	141
RPS13P2	455
RNU6-969P	105
ZYG11A	4694
AC099677.4	380
ECHDC2	11572
AC099677.1	175
AC099677.2	175
SCP2	8305
MIR1273F	99
MIR5095	88
MIR1273G	100
AC099677.3	395
AL445183.3	502
TUBBP10	1301
PODN	4900
AL445183.1	467
HIGD1AP11	280
SLC1A7	5407
AL445183.2	1871
AL606760.4	718
CPT2	10452
AL606760.2	1227
C1orf123	4487
AL606760.3	3591
MAGOH	1463
AL606760.1	1181
RP5-1024G6.8	2177
LRP8	10258
AL355483.4	470
AL355483.2	675
AL355483.1	237
AL355483.3	752
LINC01771	567
AC119428.1	383
AC119428.2	850
SLC25A3P1	3164
DMRTB1	2440
GLIS1	3113
RNU7-95P	64
NDC1	5135
SNORA58	272
AL049745.1	356
YIPF1	2072
DIO1	2282
HSPB11	3236
LRRC42	2411
HNRNPA3P12	1063
LDLRAD1	2375
AL353898.1	526
TMEM59	9149
RP4-758J24.5	1817
AL353898.2	1737
TCEANC2	12165
MIR4781	76
AL353898.3	255
AL357673.1	6617
CDCP2	3229
AL357673.2	4969
CYB5RL	8926
MRPL37	2549
SSBP3	5227
SSBP3-AS1	2624
AL161644.1	1111
AL035415.1	289
AC099796.1	786
AC099796.2	108
HNRNPA1P63	963
ACOT11	9768
FAM151A	2005
AL590093.1	623
MROH7	9088
MROH7-TTC4	7090
TTC4	3527
PARS2	2347
TTC22	6055
AC096536.2	343
LEXM	1777
DHCR24	4250
AC096536.3	575
AC096536.1	765
AL590440.2	1733
TMEM61	1097
AL590440.1	428
BSND	3472
PCSK9	4981
USP24	11772
MIR4422HG	638
GYG1P3	994
MIR4422	83
GOT2P1	1309
MTCO2P34	607
RN7SKP291	327
RNU6-830P	107
AL603840.1	4913
LINC01753	644
PIGQP1	430
LINC01755	453
AL353681.1	731
AC119674.1	7964
AC119674.2	2655
RPSAP20	890
LINC01767	545
PLPP3	5286
RPL21P23	460
RPL23AP85	433
AC099789.1	141
PRKAA2	9354
FYB2	4633
AL360295.1	1824
C8A	2356
C8B	2729
AL161740.1	693
DAB1	7548
AL390243.1	708
RPS20P5	360
AL137855.1	93
DAB1-AS1	4336
HNRNPA1P6	1447
RPS26P15	348
AL445193.2	620
AL445193.1	141
AL357373.1	322
OMA1	3718
AL035411.2	421
RN7SL713P	304
TACSTD2	2351
AL035411.1	690
MYSM1	8938
AL136985.3	4739
AL136985.1	482
JUN	3540
LINC01135	996
AL136985.2	535
AC105277.1	1746
LINC01358	6730
PHBP3	819
AL592431.2	171
AL592431.1	317
HSD52	2641
AC093424.1	338
FGGY	12174
MIR4711	70
AL035416.1	767
HOOK1	6758
CYP2J2	2990
RN7SL475P	296
C1orf87	4422
PGBD4P8	562
AC097066.1	683
LINC01748	10622
AC099792.1	4285
NFIA	10872
NFIA-AS2	1843
AC096534.1	76
AC096947.1	470
NFIA-AS1	842
AC099791.1	806
TM2D1	5516
AC099791.2	427
PATJ	11867
RNU6-414P	104
RNU6-1177P	104
LAMTOR5P1	270
RN7SL180P	292
MIR3116-1	74
PIGPP2	458
RPS15AP7	405
L1TD1	3849
AL162739.1	307
KANK4	5980
RNU6-371P	108
USP1	4263
DOCK7	24872
AL451044.1	238
ANGPTL3	3250
AL138847.1	2359
AL138847.2	1819
AC103923.1	1228
ATG4C	3110
AC099794.1	447
AC099794.2	303
LINC01739	2005
AL162400.1	359
AL162400.2	157
AC096543.1	823
LINC00466	4490
RNA5SP49	115
AC096543.2	859
RPSAP65	595
FOXD3-AS1	1208
FOXD3	2086
AL049636.1	1357
ALG6	4950
ITGB3BP	5459
EFCAB7	5704
RN7SL488P	282
RNU7-123P	60
DLEU2L	3555
PGM1	4090
RN7SL130P	303
ROR1	6715
AL161742.1	584
CFL1P3	490
RNU6-809P	107
ROR1-AS1	3544
UBE2U	1838
RNU7-62P	62
CACHD1	6345
MIR4794	77
RAVER2	6070
JAK1	6317
AL606517.2	241
AL606517.1	387
LINC01359	6617
SLC2A3P2	1480
AL357078.3	618
RNU6-1176P	107
MIR3671	88
MIR101-1	75
AL357078.1	310
AL357078.2	427
MRPS21P1	223
AK4	7578
RPS29P7	171
DNAJC6	6954
AL139294.1	512
COX6CP13	226
RNU2-15P	191
LEPROT	5237
LEPR	11370
AC119800.1	423
AC097063.1	1797
RN7SL854P	293
PDE4B	8644
AL590783.1	456
RNU4-88P	86
SGIP1	10477
MIR3117	78
AL139147.1	1156
AL354978.1	92
TCTEX1D1	3100
INSL5	715
WDR78	6704
AL592161.1	861
MIER1	8273
SLC35D1	6162
C1orf141	5022
SNORA31	3133
AL133320.1	2352
IL23R	3267
RNU6-586P	104
AL109843.1	88
RNU4ATAC4P	126
AL389925.1	728
IL12RB2	4233
SERBP1	7676
RNU6-387P	105
LINC01702	805
RNU6-1031P	107
AL590559.1	374
RN7SL392P	297
HNRNPCP9	859
GADD45A	2069
GNG12	4724
RNU7-80P	61
GNG12-AS1	3465
AL157407.1	990
DIRAS3	1973
ARL5AP3	386
WLS	4469
CTBP2P8	1330
MIR1262	93
RPS7P4	582
COX6B1P7	235
ELOCP18	337
AL139413.1	217
RPE65	2610
DEPDC1	5904
AL138789.1	960
DEPDC1-AS1	1247
TXNP2	295
LINC01707	627
AL512271.1	434
LINC01758	458
LRRC7	14652
SGO1P1	1447
RN7SL538P	303
PIN1P1	996
AL158840.1	948
LRRC40	2884
RN7SL242P	295
SRSF11	8473
AL353771.1	457
ANKRD13C	4595
HHLA3	1222
AL158839.1	575
CTH	2414
AL354872.2	466
AL354872.1	967
CASP3P1	609
LINC01788	2086
AL513285.1	432
PTGER3	9653
AL031429.1	749
AL031429.2	649
ZRANB2-AS1	967
ZRANB2	4993
MIR186	86
ZRANB2-AS2	7441
AL360297.1	94
AL358453.1	250
NEGR1	13406
AL354949.1	170
AL359821.1	182
NEGR1-IT1	534
GDI2P2	608
RPL31P12	358
RNU6-1246P	107
AL583808.1	499
AL583808.2	1382
AL732618.1	301
KRT8P21	1491
RN7SKP19	252
LINC01360	4634
LINC02238	819
RNA5SP50	107
RNU4ATAC8P	110
LRRIQ3	8759
FPGT	4180
FPGT-TNNI3K	9358
TNNI3K	4719
AC093158.1	1408
AC105271.1	905
LRRC53	3859
ERICH3	8779
ERICH3-AS1	5371
AC135803.1	565
CRYZ	4085
TYW3	4616
AC133865.1	339
AC099786.3	1410
AC099786.1	670
LHX8	3977
AC099786.2	2203
RNU6-622P	103
SLC44A5	6299
AC093156.1	670
RNU6-503P	105
AL096829.1	457
AL096829.2	742
AL357314.1	806
ACADM	4783
DLSTP1	1354
RABGGTB	5913
SNORD45C	79
SNORD45A	84
SNORD45B	72
MSH4	3266
AL445464.1	86
ASB17	1107
AC092813.1	1121
AC092813.2	399
ST6GALNAC3	7237
AC103592.1	664
AC104458.1	565
TPI1P1	750
RNU6-161P	106
AC099060.1	448
ST6GALNAC5	4263
AC096951.1	72
AL035409.1	497
PIGK	5513
AC113935.1	555
AC093433.1	571
AK5	6919
AC095030.1	484
RNU7-8P	62
ZZZ3	9008
RNA5SP20	84
RN7SL370P	293
USP33	6918
ACTG1P21	1000
MIGA1	9594
RNA5SP21	96
AC138392.1	921
NSRP1P1	1693
HSPE1P25	251
NEXN-AS1	2292
NEXN	4436
FUBP1	5666
DNAJB4	3783
GIPC2	3973
AC103591.3	209
AC103591.2	766
RNU6-1102P	96
AC103591.1	556
RNA5SP22	109
RNFT1P2	757
MGC27382	2481
PTGFR	4714
AC096531.1	107
RNA5SP23	105
IFI44L	10240
IFI44	2038
AC104837.2	424
AC104837.1	1688
ADGRL4	3677
PSAT1P3	1111
AC093430.1	94
AL353651.2	559
AL353651.1	355
ADH5P2	1124
AC098657.1	1135
AC098657.2	1976
AC098657.3	263
HMGB1P18	619
AL606519.1	690
HNRNPA1P64	922
AL596276.1	418
AL596276.2	331
AL136234.1	349
LINC01781	709
MTND2P30	382
RPL7P10	739
AL357632.1	643
RN7SKP247	308
ADGRL2	7754
HNRNPA3P14	1150
AL138799.1	1675
AL138799.2	343
AL138799.4	643
MED28P8	521
AC117944.1	641
AL138799.3	350
ST13P20	1065
AC093580.1	671
LINC01362	1878
LINC01361	1586
LINC01712	1044
LINC01725	5425
AL035706.1	777
TTLL7	10543
TTLL7-IT1	2921
AC104454.1	1401
AL359504.2	1601
PRKACB	6730
AL359504.1	493
AL450063.1	244
SNORA2	407
SAMD13	3455
AL359273.1	905
UOX	2412
DNASE2B	1476
RPF1	1728
GNG5	1112
SPATA1	4280
CTBS	6939
LINC01555	2884
AC114482.1	247
SSX2IP	8639
AC104169.1	132
LPAR3	3543
MCOLN2	3442
WDR63	3923
MCOLN3	6623
MIR4423	80
AL603750.1	1717
SYDE2	6451
C1orf52	3420
BCL10	2819
AL078459.1	2277
AL590113.1	64
DDAH1	4572
AL360219.1	366
AC092807.3	3607
AC092807.2	243
CYR61	2455
SNORD81	270
AC092807.1	255
ZNHIT6	6197
COL24A1	9568
RNA5SP51	119
AC104455.1	736
ODF2L	10898
AC119749.1	691
CLCA2	4496
CLCA1	3340
CLCA4	3447
CDCA4P2	718
AL356270.1	610
CLCA3P	3437
AL049597.2	961
SH3GLB1	6881
AL049597.1	555
SELENOF	2103
HS2ST1	7429
AL121989.1	746
RP4-604K5.2	233
AC093155.3	2013
AC093155.2	937
AC093155.1	826
LINC01140	6717
AL139139.1	148
AC099062.1	4926
LMO4	5833
LINC01364	889
RNA5SP52	134
AL445437.1	3087
LINC01773	787
AL049861.1	150
RN7SL583P	284
AC093578.1	368
PKN2-AS1	3593
RPL36AP10	322
PKN2	6897
RNU6-125P	107
ELOCP19	318
GTF2B	2225
AL445991.1	475
KYAT3	2306
RBMXL1	5087
GBP3	4297
GBP1	4992
PTGES3P1	483
GBP2	6276
GBP7	2454
GBP4	6127
AC099063.4	1602
AC099063.3	185
GBP5	8143
AC099063.1	324
AC099063.2	662
BX119321.1	797
GBP6	2987
CAPNS1P1	633
GBP1P1	2352
LRRC8B	8213
FLJ27354	2088
AC093423.2	437
LRRC8C	11724
AC093423.3	654
AC093423.1	142
AC099568.1	509
AC099568.2	695
LRRC8D	4852
AL391497.1	547
RN7SKP272	232
GEMIN8P4	729
ZNF326	10984
RNU6-695P	104
AC092783.1	231
U3	14558
BARHL2	1979
AL590094.1	4212
LINC01763	1547
AC091614.1	879
PHKA1P1	621
ZNF644	7604
RPL5P6	886
HFM1	5827
FEN1P1	1145
CDC7	3557
WDR82P2	928
AL714022.1	151
HSP90B3P	1567
TGFBR3	8705
RN7SL653P	299
RN7SL235P	306
BRDT	4334
EPHX4	2251
LPCAT2BP	1534
SETSIP	909
BTBD8	2235
AC104836.1	6041
GAPDHP46	994
PRKAR1AP1	1162
KIAA1107	4631
AC104836.2	1293
AL663109.1	844
C1orf146	1061
ACTBP12	418
AL451010.1	84
GLMN	2910
RPAP2	17142
RN7SL824P	295
GFI1	3301
EVI5	8276
AL354890.1	346
HMGB3P9	583
RNU4-59P	116
AC104332.1	797
AC104332.2	156
CCNJP2	1163
RPL5	2890
FAM69A	3091
SNORD21	95
SNORA66	186
SNORA51	1698
AL449283.1	3403
RNU6-970P	107
RN7SL692P	295
AC093577.1	72
RNU6-210P	95
RN7SKP123	291
MTF2	5909
TMED5	9423
CCDC18	5633
AC126124.2	321
AC126124.1	185
CCDC18-AS1	4786
AL139421.1	169
DR1	10949
AL137159.1	512
FNBP1L	5798
RNA5SP53	120
BCAR3	5042
AL109613.1	1954
AL512488.1	1671
MIR760	80
AL049796.1	1766
DNTTIP2	7519
GCLM	5420
CHCHD2P5	400
MTND4P11	1058
MTND3P21	331
MTCO3P21	643
MTATP6P13	667
AL117351.2	157
MTCO2P21	677
MTCO1P21	589
AL117351.1	766
ABCA4	8201
AC093579.1	352
ARHGAP29	15524
RN7SL440P	317
AC097059.1	980
GAPDHP29	985
AC097059.2	592
AC118469.1	488
ABCD3	7519
F3	2875
AC093117.1	2171
SLC44A3-AS1	10245
KATNBL1P2	835
MIR378G	41
SLC44A3	2869
CNN3	2838
AC105942.1	1012
ALG14	9633
AC095033.1	1096
TMEM56	7402
TMEM56-RWDD3	1961
AC092802.3	420
AC092802.1	2505
RWDD3	1982
AC092802.2	1418
LINC01760	382
LINC01650	602
AL445218.1	879
LINC01761	2755
AL356479.1	2270
AL683887.1	287
AC092812.1	87
AC099566.1	2240
RNU1-130P	160
LINC01787	1994
AC092393.1	742
UBE2WP1	340
EEF1A1P11	1389
RN7SL831P	317
NDUFS5P2	306
RPL7P9	747
RN7SKP270	312
PTBP2	12937
AL592205.1	94
AL592205.2	119
DPYD	6443
DPYD-AS1	1479
DPYD-IT1	401
SEC63P1	1258
RPL26P9	433
AC114878.1	358
DPYD-AS2	974
AC114878.2	1251
LINC01930	870
BX005019.1	1810
MIR137HG	6006
NFU1P2	469
LINC01776	2229
AL160056.1	115
AC095031.1	672
SNX7	2067
PLPPR5	4571
AL445433.2	2544
AL445433.1	257
PLPPR4	5540
AL365220.1	399
LINC01708	1045
PALMD	8244
HMGB3P10	572
FRRS1	3868
RNU4-75P	146
AL451051.1	73
AC096949.1	152
AGL	8434
AC118553.1	655
SLC35A3	18238
AC118553.2	5765
RNU6-750P	107
RNU6-1318P	103
MFSD14A	2943
AC093019.2	384
SASS6	3972
AC093019.1	252
TRMT13	4133
LRRC39	1991
DBT	11303
RPL23AP90	236
BRI3P1	378
AL445928.1	222
RTCA-AS1	423
RTCA	3037
MIR553	68
AC104457.1	908
AC104457.2	467
CDC14A	5579
BCAS2P2	674
AL589990.1	592
GPR88	3491
AC099670.1	783
LINC01349	497
AC099670.2	321
VCAM1	6049
EXTL2	4834
AC104506.1	429
SLC30A7	8376
HNRNPA1P68	979
DPH5	2970
AC093157.1	4733
AC093157.2	671
AC119501.1	475
AL109741.1	403
S1PR1	3071
AL109741.3	592
AL109741.2	343
PPIAP7	489
LINC01307	1238
LINC01709	1586
RNU6-965P	96
RPSAP19	880
OLFM3	4483
RNU6-352P	107
AL356280.1	379
DNAJA1P5	943
AC114485.1	657
AC099567.1	931
COL11A1	8512
SOD2P1	562
RP11-347K2.1	418
RP11-347K2.2	501
AC095032.2	418
AC095032.1	638
RN7SKP285	318
RNPC3	6867
AMY2B	7491
ACTG1P4	1122
AMY2A	1898
AMY1A	2505
AC105272.1	198
AMY1B	2334
AMYP1	1023
AMY1C	1632
AL136455.1	1240
AC092506.1	3146
FTLP17	525
CDK4P1	828
LINC01676	2997
SEPT2P1	180
AL512844.2	593
AL512844.1	1779
LINC01677	2960
AL355306.2	8646
AL355306.1	579
AL499605.1	403
AL596327.1	213
MTATP6P14	673
MTCO1P14	1559
LINC01661	708
PRMT6	2616
NTNG1	9138
AC114491.1	333
VAV3	7271
AL591042.1	83
VAV3-AS1	619
AL390036.1	3830
SLC25A24	6548
AL359258.2	1566
AL359258.3	2331
NBPF4	2586
AL359258.1	2481
SLC25A24P1	1882
NBPF5P	1606
SLC25A24P2	510
AL390038.1	2481
NBPF6	2586
AL392088.2	285
ST13P21	1098
AL392088.1	670
FAM102B	9355
HENMT1	2426
PRPF38B	5817
FNDC7	3332
AL591719.2	386
STXBP3	5895
AL591719.1	744
AKNAD1	4915
AL449266.1	557
SPATA42	608
GPSM2	8099
CLCC1	4964
WDR47	4423
BX679664.2	283
BX679664.3	555
BX679664.1	253
RANP5	655
TAF13	1400
AL356488.3	2888
TMEM167B	4574
AL356488.2	427
AL356488.1	609
C1orf194	1235
KIAA1324	9300
RNU7-122P	55
SARS	3836
CELSR2	12349
PSRC1	2855
MYBPHL	1789
SORT1	9160
PSMA5	5724
SYPL2	3963
ATXN7L2	5232
CYB561D1	5690
AMIGO1	5144
GPR61	5057
AL355310.3	582
GNAI3	27174
RNU6V	107
AL355310.1	596
MIR197	75
GNAT2	1381
AMPD2	6823
AL355310.2	688
RPL7P8	730
GSTM4	5745
GSTM2	9116
GSTM1	2512
AC000032.1	491
GSTM5	6013
AL158847.1	808
GSTM3	4750
EPS8L3	3477
NDUFA5P10	357
LINC01768	476
AL450468.1	450
AL450468.2	1889
CSF1	5418
AHCYL1	5113
STRIP1	7352
AL160006.1	4216
ALX3	1859
LINC01397	579
UBL4B	1478
SLC6A17	6644
AL355990.1	997
AL355990.2	508
KCNC4-AS1	748
KCNC4	25042
AL137790.1	177
SNORA25	2438
AL355488.1	2611
RBM15	4670
LAMTOR5-AS1	10755
SLC16A4	3167
AL355488.2	2850
LAMTOR5	2388
PROK1	1338
AL358215.1	482
AL358215.2	960
AL358215.3	1186
CYMP	1263
CYMP-AS1	2351
KCNA10	1959
KCNA2	17379
AL365361.1	3571
KCNA3	2569
NRBF2P3	865
OR11I1P	954
CD53	2080
AL360270.2	5985
AL360270.1	2359
LRIF1	3621
AL360270.3	1348
CCNT2P1	1315
RNA5SP54	92
DRAM2	3138
CEPT1	8413
AL355816.1	118
AL355816.2	647
DENND2D	5515
CHI3L2	3295
CHIAP1	995
CHIAP2	2837
CHIA	4632
AL356387.1	476
AL356387.2	243
PIFO	4261
CHIAP3	1133
HIGD1AP12	281
PGCP1	1358
OVGP1	2567
AL390195.2	2023
UBE2FP3	524
AL390195.1	861
WDR77	2805
ATP5F1	3383
C1orf162	2768
TMIGD3	2283
RNU6-792P	107
ADORA3	2687
RAP1A	5532
LINC01160	1377
KRT18P57	1254
RNU6-151P	107
FAM212B	10740
FAM212B-AS1	2131
DDX20	6019
KCND3	7863
KCND3-IT1	376
KCND3-AS1	777
LINC01750	3590
AL445426.1	547
TXNP3	301
CTTNBP2NL	7404
WNT2B	12561
AL354760.1	643
ST7L	8111
CAPZA1	4130
MRPL53P1	319
RNU7-70P	66
MOV10	6509
AL603832.1	449
RHOC	4028
AL603832.3	1078
PPM1J	2874
AL603832.2	2125
FAM19A3	1282
NUTF2P4	381
LINC01356	1823
AL390729.1	587
AL390729.2	156
SLC16A1	5312
AKR7A2P1	915
SLC16A1-AS1	10138
AL357055.3	2459
LRIG2	12456
RLIMP2	1563
AL357055.1	410
AL357055.2	434
MAGI3	8180
AL391058.1	1029
MTND5P20	143
PHTF1	7170
AL133517.1	748
RSBN1	6819
AL137856.1	1080
PTPN22	4503
AP4B1-AS1	1734
BCL2L15	4251
AP4B1	5369
DCLRE1B	3940
HIPK1-AS1	3087
HIPK1	9280
OLFML3	2821
AL591742.1	565
AL591742.2	2119
SYT6	5104
AL121999.1	332
MRPL57P1	265
AL035410.2	864
TRIM33	9574
AL035410.1	427
EIF2S2P5	968
PKMP1	1523
BCAS2	1299
DENND2C	7413
AMPD1	3082
RN7SL432P	296
NRAS	4449
CSDE1	5778
SIKE1	5894
NR1H5P	1377
SYCP1	4338
TSHB	537
TSPAN2	3410
LINC01765	491
AL512638.2	2610
NGF	1047
AL512638.1	887
AL512638.3	298
ELOCP20	345
CNOT7P2	832
AL592436.1	558
RN7SL420P	299
SNORA42	678
VANGL1	9062
CASQ2	2769
NHLH2	7541
HNRNPA1P43	910
AL357137.1	203
LINC01649	1864
SLC22A15	5292
AL365318.1	705
MAB21L3	3256
LINC01779	914
ATP1A1	7261
AL136376.1	857
ATP1A1-AS1	2458
RNU6-817P	104
LINC01762	1701
AL390066.1	2302
CD58	1783
NAP1L4P1	1157
MIR548AC	88
IGSF3	7400
AL355794.1	94
MIR320B1	79
C1orf137	386
GAPDHP64	1003
NEFHP1	2629
CD2	1679
FTH1P22	520
AL157904.1	528
PTGFRN	6352
RNA5SP55	125
CD101	3828
AL445231.1	1946
TTF2	10181
MIR942	86
TRIM45	4368
RPS15AP9	381
VTCN1	3001
LINC01525	511
AL358072.1	575
MAN1A2	9667
AL157902.2	1492
VPS25P1	508
AL157902.1	1091
FAM46C	5751
VDAC2P3	828
SNORA40	4650
AL390877.1	214
PNRC2P1	420
GDAP2	10496
WDR3	10275
SPAG17	9552
RNA5SP56	118
PSMC1P12	1314
AL139148.1	680
TBX15	3806
AL139420.1	653
AL139420.2	410
WARS2	3847
WARS2-IT1	2060
RBMX2P3	957
RPS3AP12	753
AL359915.2	5462
RPL6P2	783
AL359915.1	898
LINC01780	751
RNU1-75P	129
HAO2	1877
HAO2-IT1	311
HSD3B2	2336
GAPDHP74	915
HSD3BP2	1118
GAPDHP23	993
HSD3BP1	1111
GAPDHP58	1006
HSD3B1	2443
GAPDHP32	998
HSD3BP3	994
GAPDHP27	1020
HSD3BP4	1120
GAPDHP33	1013
LINC00622	1570
HSD3BP5	1132
ZNF697	5041
PHGDH	9217
HMGCS2	2571
REG4	3493
NBPF7	1326
PFN1P9	433
NOTCH2P1	624
ADAM30	2963
AL359752.1	1359
NOTCH2	16807
AC245008.1	476
RNU6-465P	101
RP6-42F4.1	3827
RP11-439A17.7	754
FAM72B	3012
AC244453.1	236
AC244453.4	388
HIST2H3DP1	416
HIST2H2BA	173
RP11-439A17.10	459
RP11-439A17.9	3543
FCGR1B	1392
SRGAP2-AS1	2649
SRGAP2C	969
RP11-343N15.5	1326
AC244021.1	3662
AC244021.2	529
AL592494.1	309
AL592494.2	1548
AL592494.3	464
EMBP1	4333
LINC01691	426
RP11-417J8.1	965
RP11-417J8.2	362
RP11-417J8.3	2317
RP11-417J8.6	7490
AL583842.3	83
AL583842.1	82
AL583842.2	83
SNX18P15	733
MIR3118-1	75
SNX18P16	547
RP11-423O2.3	288
RP11-423O2.2	593
RP11-423O2.1	1069
ASNSP5	153
RP11-423O2.5	1742
ANKRD20A14P	1746
RP11-423O2.7	814
RP11-782C8.2	7509
RP11-782C8.1	3206
RP11-782C8.4	605
MIR3118-2	73
RP11-782C8.3	470
RP11-782C8.5	2264
RP11-782C8.6	1051
RP11-782C8.7	427
RP11-782C8.8	338
RP11-435B5.1	404
RP11-435B5.2	1051
RP11-435B5.3	1889
RP11-435B5.4	5673
RP11-435B5.5	4319
MIR3118-3	75
BX004987.1	83
RP11-435B5.6	362
RP11-435B5.7	814
RNVU1-1	164
RP6-206I17.1	2561
RNVU1-2	135
RNU1-13P	162
RP6-206I17.2	3135
RNVU1-3	161
RP6-206I17.3	420
RP6-206I17.4	1685
PPIAL4G	738
AL109844.1	92
FAM72D	2397
SRGAP2B	1427
AC242498.1	111
AC243994.1	109
RP11-289H16.1	2175
NBPF8	11781
LINC00623	5632
RNVU1-4	164
AC241377.3	1088
AL592284.1	1073
AC241585.3	1001
PPIAL4B	785
RP6-137J22.3	287
RP11-640M9.1	6056
RNVU1-5	164
RNU1-59P	162
AC239804.2	522
RP11-640M9.2	7729
PFN1P2	1848
WI2-1896O14.1	377
NBPF9	7327
AC239804.1	869
PDE4DIP	27609
AC241952.1	9014
AC239802.2	554
AC239802.1	406
AL138796.1	66
RNU2-38P	79
AL590452.1	2057
AC245297.2	565
RN7SKP88	250
AC245389.1	529
SEC22B	5098
AC245389.2	576
AC242843.1	573
AC243756.2	403
NUDT4P1	1190
NUDT4P2	545
RNU6-1071P	101
RP11-458D21.6	554
AC239799.2	1998
NOTCH2NL	6436
AC239799.1	1760
NBPF10	3198
LINC01719	2454
RNVU1-6	164
HFE2	2418
TXNIP	3610
POLR3GL	1799
AC243547.3	1095
ANKRD34A	3674
AC243547.2	234
LIX1L-AS1	3248
LIX1L	3973
RBM8A	5584
GNRHR2	2507
PEX11B	1838
ITGA10	6320
AC243547.1	408
ANKRD35	3363
PIAS3	4805
NUDT17	1657
POLR3C	2793
RNF115	11040
CD160	3971
PDZK1	2480
GPR89A	5557
WI2-925H4.1	132
GPR89C	4900
RNU1-137P	167
RNVU1-7	164
RP11-94I2.1	2569
NBPF11	6864
WI2-3658N16.1	6613
PFN1P5	418
ABHD17AP2	933
RP4-565E6.1	5303
RNA5SP57	123
HYDIN2	2685
NBPF12	13053
PFN1P8	543
AC244394.2	883
NBPF13P	1783
AC244394.1	1665
RNVU1-8	125
AC241584.1	1241
AC241584.2	2090
PRKAB2	5460
AC242426.3	3618
AC242426.4	573
FMO5	5980
RP11-337C18.9	2139
PDIA3P1	1510
CCT8P1	1657
AC242426.2	795
CHD1L	3376
LINC00624	5564
AC242426.1	960
OR13Z1P	834
OR13Z2P	553
AC242628.1	391
BCL9	6418
ACP6	11960
RN7SL261P	307
AC241644.1	446
GJA5	3267
AC241644.3	643
AC241644.2	480
AC239801.1	1398
GJA8	1302
GPR89B	5143
PDZK1P1	3674
AC239803.2	430
RNU1-129P	167
AC239803.3	588
RNVU1-9	164
XXyac-YX155B6.2	1689
NBPF24	7196
PFN1P4	402
ABHD17AP1	934
BX842679.1	462
AC239803.1	2813
XXyac-YX155B6.6	1318
RNA5SP58	123
AC239809.1	217
AC239809.2	517
RNU1-120P	157
LINC01731	420
AC245100.3	285
RP11-495P10.8	657
AC245100.6	1918
RP11-495P10.7	551
AC245100.5	318
AC245100.1	1331
RNU1-122P	151
AC245100.7	442
RNVU1-10	164
RP11-495P10.2	2265
RNU1-135P	135
RNVU1-11	162
AC245100.4	3312
RNVU1-12	161
AC245100.2	1679
AC245100.8	1002
PPIAL4A	785
RP3-328E19.5	287
RNVU1-13	168
RP3-328E19.4	282
NBPF14	3704
AC241585.1	519
PPIAL4D	785
AC243756.1	508
RP11-289I10.3	287
RNVU1-14	164
AC245014.3	223
RP11-89F3.2	381
NBPF20	16242
PFN1P3	402
AC246785.1	264
NBPF15	5306
PFN1P6	399
RP11-666A1.5	365
RP11-666A1.3	513
RNVU1-15	165
AC246785.4	287
PPIAL4E	785
NBPF16	3830
RP11-763B22.4	314
RP11-763B22.3	513
RNVU1-16	165
RP11-763B22.10	287
PPIAL4F	785
AC239859.3	408
AC239859.2	318
AC239859.5	1232
NKAIN1P1	582
FP700107.1	1178
DRD5P2	2021
